mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,mfcc_6_var,mfcc_7_var,mfcc_8_var,mfcc_9_var,mfcc_10_var,mfcc_11_var,mfcc_12_var,mfcc_13_var,spec_centroid_mean,spec_centroid_var,spec_bandwidth_mean,spec_bandwidth_var,rolloff_mean,rolloff_var,flux_mean,flux_var,flatness_mean,flatness_var,zcr_mean,zcr_var,rms_mean,rms_var,is_insecta
-598.0,-78.101,-98.297,-35.291,-39.421,-29.759,-16.239,-10.115,1.191,1.746,-5.697,5.401,-10.742,2422.127,321.866,681.685,134.36,127.785,84.562,101.661,112.772,68.183,59.412,39.985,71.928,67.422,6795.643,1268214.655,3972.252,160107.096,11881.789,3020783.081,1.027,0.258,0.082,0.002,0.368,0.01,0.001,0.0,False
-608.724,-62.773,-89.426,-48.049,-41.223,-31.019,-23.694,-15.444,-6.274,-0.69,-12.718,-1.965,-14.111,1732.892,621.905,219.79,278.583,115.924,96.333,62.555,59.623,55.202,38.237,37.583,37.783,34.868,7106.798,1050161.434,4310.601,60051.45,12678.964,1214506.46,1.078,0.291,0.12,0.002,0.401,0.009,0.001,0.0,False
-577.858,-61.375,-95.103,-43.659,-35.013,-30.319,-19.684,-7.127,-2.052,-0.008,-9.978,3.857,-10.56,2086.466,525.161,470.6,245.542,132.611,89.846,50.056,129.968,69.461,48.986,71.611,64.644,70.364,6632.101,841554.106,4239.544,149301.427,12248.902,1532265.916,1.047,0.289,0.101,0.003,0.35,0.009,0.001,0.0,False
-550.493,-75.243,-105.063,-23.955,-31.702,-34.715,-17.441,-4.03,-1.902,0.598,-7.599,4.952,-13.331,3577.476,405.586,691.777,158.956,142.726,82.401,84.373,107.618,85.01,87.163,63.598,70.339,75.094,6217.121,824053.342,3888.899,202447.594,11400.16,3049940.757,1.091,0.343,0.07,0.002,0.308,0.006,0.002,0.0,False
-563.033,-71.492,-107.744,-22.91,-33.54,-39.044,-14.325,-8.793,-1.324,-0.235,-4.065,9.01,-13.083,2053.834,311.011,457.761,199.68,188.537,135.383,92.682,90.427,104.2,79.676,62.529,84.229,86.506,5999.017,887399.473,3806.548,109362.716,11022.065,3329862.715,1.105,0.49,0.052,0.002,0.294,0.006,0.002,0.0,False
-397.147,-7.364,-128.169,-43.992,-57.995,-19.28,-24.734,4.128,-3.233,10.928,2.488,10.903,3.894,1243.468,58.724,301.702,38.127,100.49,29.076,48.91,47.616,35.536,41.908,39.002,53.768,32.38,4061.871,177532.351,2979.909,117204.066,7189.247,1297034.968,1.006,1.287,0.024,0.0,0.189,0.001,0.009,0.0,False
-373.287,-17.772,-127.528,-39.326,-52.814,-18.771,-26.765,9.527,-3.067,10.018,1.776,12.942,2.611,1119.3,314.246,323.408,63.185,125.17,47.374,97.79,112.922,66.843,71.465,89.486,112.547,114.062,4165.723,153684.27,2942.833,148793.751,7325.779,1498872.072,1.116,0.316,0.021,0.0,0.193,0.001,0.019,0.0,False
-415.621,-7.601,-119.571,-42.221,-56.59,-21.007,-20.158,4.478,-3.563,12.843,0.415,8.818,5.308,1066.902,225.62,146.656,37.803,73.035,19.771,81.964,36.494,26.98,39.384,34.153,50.793,38.883,4244.651,113800.907,3120.961,45378.954,7573.682,813683.804,0.899,0.11,0.027,0.0,0.205,0.001,0.007,0.0,False
-446.047,12.582,-118.532,-39.303,-52.749,-27.303,-5.856,4.217,-2.582,18.797,1.6,3.145,9.993,1010.413,230.448,232.574,41.146,60.291,22.283,51.51,47.184,29.397,48.411,33.224,79.037,47.776,3792.281,44209.267,2883.791,48629.251,6158.297,377269.517,0.896,0.146,0.014,0.0,0.199,0.0,0.007,0.0,False
-457.193,12.02,-117.808,-35.993,-54.768,-29.988,-4.295,0.455,-6.677,21.655,1.304,1.763,12.763,1336.03,249.096,290.273,40.092,46.58,22.685,50.997,61.364,32.087,59.959,27.226,91.035,64.162,3877.909,64978.09,2809.519,50008.534,5931.709,439477.313,0.919,0.305,0.011,0.0,0.226,0.001,0.007,0.0,False
-451.034,2.76,-110.936,-32.237,-51.695,-26.036,-5.972,0.833,-4.755,18.936,0.619,3.488,13.544,941.798,196.971,310.12,39.242,54.364,18.084,59.412,61.492,38.924,57.192,39.911,50.603,45.656,4191.397,138202.018,2963.039,91092.68,6887.081,1094504.18,0.954,0.404,0.015,0.0,0.239,0.001,0.006,0.0,False
-413.844,-5.099,-126.594,-40.35,-54.968,-17.782,-22.259,5.156,-3.831,12.521,3.047,10.494,4.623,948.122,180.237,346.758,60.882,66.576,25.395,76.91,73.572,45.827,50.024,63.611,64.054,67.109,4027.858,127140.192,2944.723,116069.695,7085.064,1033176.037,0.979,0.202,0.022,0.0,0.192,0.001,0.01,0.0,False
-430.191,-15.144,-121.327,-42.946,-59.405,-24.097,-21.237,0.849,-6.333,14.466,0.906,8.839,5.135,570.32,165.225,132.425,28.991,53.969,19.339,35.29,42.114,24.641,32.338,31.109,51.271,40.072,4381.878,84291.464,3164.304,51249.442,7820.587,662541.616,0.924,0.135,0.027,0.0,0.223,0.001,0.006,0.0,False
-454.386,-0.57,-122.805,-38.275,-55.753,-22.713,-14.346,1.95,-4.828,16.231,2.661,5.489,7.976,806.049,123.543,259.935,29.628,32.625,17.177,54.4,62.272,36.072,30.196,35.464,55.714,52.296,4049.604,79454.741,2951.18,78774.61,6921.076,647174.819,0.907,0.128,0.019,0.0,0.213,0.001,0.006,0.0,False
-464.763,4.254,-122.881,-43.561,-54.137,-23.397,-16.975,1.136,-2.806,12.954,1.011,7.753,8.293,858.949,180.014,167.682,44.027,61.48,15.848,59.594,50.785,25.831,31.85,40.672,56.175,40.899,3896.696,49128.203,2995.51,34523.047,6778.754,423115.213,0.917,0.151,0.022,0.0,0.186,0.0,0.005,0.0,False
-430.691,2.487,-123.26,-41.772,-53.239,-19.761,-19.221,3.486,-2.767,12.196,1.832,9.794,6.01,1758.604,273.842,263.188,43.617,98.581,24.372,69.802,57.066,34.871,32.844,47.989,74.188,52.265,3918.694,65730.941,2965.592,70517.576,6921.276,785107.531,1.012,0.517,0.021,0.0,0.184,0.001,0.008,0.0,False
-324.257,-29.418,-117.668,-12.516,-65.227,16.248,-9.141,-7.519,21.86,6.331,4.696,12.416,-0.594,1785.93,554.507,767.086,249.804,259.27,109.693,184.527,140.401,144.853,182.903,132.031,76.56,89.055,4843.257,1107336.468,2395.914,95910.029,6988.069,848846.927,1.205,0.739,0.004,0.001,0.285,0.01,0.041,0.002,False
-313.734,-34.272,-138.717,-8.291,-66.074,13.656,-15.042,-2.266,19.381,5.626,9.666,12.054,-1.243,1227.968,646.579,545.336,268.407,217.543,95.417,163.995,161.147,182.762,209.124,131.716,116.818,133.341,4521.151,771137.198,2345.417,104703.507,6893.321,608019.89,1.177,0.37,0.001,0.0,0.236,0.01,0.054,0.002,False
-389.265,-33.543,-168.801,-7.984,-117.819,-0.26,-35.38,-4.674,-2.969,13.595,-8.896,23.019,-2.469,459.721,189.87,213.521,84.741,85.046,65.317,56.264,79.019,55.504,76.289,55.02,41.67,45.321,4855.694,118960.828,2156.04,13930.089,6772.664,99190.89,1.074,0.314,0.002,0.0,0.318,0.001,0.013,0.0,False
-376.008,-23.405,-142.896,-9.952,-93.843,2.604,-14.045,-5.117,9.308,16.099,-5.679,22.064,-0.107,361.871,52.83,203.266,89.173,63.47,31.942,36.342,60.032,22.86,36.738,32.131,39.284,41.991,4677.344,113787.396,2219.292,24911.471,6612.171,61584.263,0.983,0.101,0.002,0.0,0.301,0.001,0.012,0.0,False
-326.844,-21.954,-135.065,-13.64,-60.376,6.222,-10.551,-1.598,12.399,14.635,-0.074,19.971,-2.302,867.596,223.977,444.109,140.372,281.894,70.838,133.33,106.547,176.109,147.271,128.763,155.309,168.461,4183.122,310899.285,2350.437,118626.762,6384.036,553536.476,1.128,0.3,0.002,0.0,0.228,0.005,0.039,0.002,False
-326.355,-26.307,-118.246,-10.619,-65.901,14.426,-7.368,-7.29,21.501,5.388,4.286,13.313,0.137,1565.764,529.688,742.202,294.847,248.72,124.237,165.826,151.061,122.344,159.799,111.993,76.614,81.939,4806.84,988210.021,2334.65,87536.478,6882.139,632837.201,1.173,0.697,0.002,0.0,0.294,0.009,0.036,0.002,False
-187.659,-18.247,-125.126,-71.077,-59.55,-33.783,-29.711,-3.783,0.272,10.805,1.859,17.771,6.24,4324.088,120.65,472.599,113.136,57.397,65.834,77.045,59.635,52.508,46.914,57.103,62.371,37.329,4337.493,213132.059,3605.918,141826.675,8538.289,1950609.87,0.985,0.173,0.022,0.0,0.173,0.001,0.076,0.002,False
-228.08,-15.274,-111.733,-69.593,-63.188,-37.696,-27.391,-3.706,-2.057,12.766,5.084,14.897,4.793,6022.483,137.139,357.843,115.221,92.267,59.233,87.036,46.485,38.664,33.886,33.035,37.904,32.015,4658.293,137509.758,3862.783,62774.005,9509.834,818676.843,0.898,0.18,0.033,0.0,0.189,0.001,0.04,0.001,False
-215.027,-44.097,-121.847,-49.577,-43.506,-12.383,1.363,2.575,13.724,21.414,-8.26,15.566,8.792,1495.119,191.283,357.2,72.86,94.289,111.882,139.471,89.294,85.08,101.618,61.254,56.364,67.409,4929.635,273220.329,3501.758,219101.849,9139.826,2853418.267,1.13,1.684,0.024,0.0,0.23,0.002,0.077,0.005,False
-217.973,-43.851,-120.245,-48.707,-44.535,-13.231,2.63,1.607,13.432,22.392,-9.382,15.335,9.387,1582.04,205.556,351.189,97.129,109.165,90.059,133.434,68.817,96.083,84.763,61.721,54.595,62.759,4991.452,256215.081,3506.169,214313.094,9181.909,2779540.176,1.116,1.32,0.026,0.0,0.241,0.003,0.069,0.004,False
-540.675,-83.393,-88.438,-43.95,-76.482,19.566,-37.899,24.998,-2.219,-21.079,23.13,-20.378,18.266,6240.208,276.699,703.695,389.25,314.863,180.175,178.664,155.607,54.162,61.651,63.285,65.261,46.903,7096.44,253951.456,2109.481,160566.296,8211.262,200030.042,1.201,1.193,0.005,0.001,0.462,0.0,0.01,0.0,False
-357.057,-31.876,-84.818,-24.238,-63.39,15.113,1.931,36.722,2.83,-19.864,13.52,-15.216,17.552,6478.79,351.328,1319.34,183.349,240.924,342.732,426.594,128.409,263.456,146.525,122.596,437.126,109.887,5682.277,1340753.809,2705.588,221449.829,7913.938,55619.002,1.193,1.095,0.005,0.0,0.351,0.013,0.033,0.001,False
-416.976,-47.118,-56.021,-26.679,-64.23,24.03,-13.068,28.695,2.806,-20.957,27.846,-15.279,15.608,9684.289,225.498,1813.348,400.547,458.845,214.981,591.461,83.47,148.688,58.077,243.802,313.671,49.533,6577.233,1521664.044,2310.155,327416.896,8057.458,38002.016,0.986,0.701,0.003,0.0,0.399,0.014,0.03,0.001,False
-579.175,-87.851,-79.295,-33.432,-69.894,22.765,-40.071,24.364,-2.504,-21.273,25.239,-20.533,17.101,7320.247,366.494,618.406,477.638,245.232,146.249,173.713,166.816,55.713,60.036,70.986,73.781,41.925,7236.955,138336.591,1987.72,141452.419,8252.396,274313.161,1.061,0.636,0.005,0.001,0.466,0.0,0.008,0.0,False
-266.621,-39.812,-97.786,-63.529,-69.894,-33.654,-19.485,-10.034,-7.436,10.638,-5.975,9.085,-1.653,1645.724,70.096,155.547,66.376,83.186,57.299,45.226,26.518,35.415,16.539,24.451,18.76,17.792,5870.317,263516.844,4109.091,34782.6,11218.001,558526.889,0.987,1.602,0.072,0.001,0.293,0.002,0.018,0.0,False
-257.116,-34.837,-90.53,-55.408,-69.741,-28.577,-3.394,-5.543,-3.629,14.758,-1.583,12.954,2.158,792.945,70.149,183.916,65.201,296.003,131.551,224.05,36.209,40.404,39.675,44.616,31.26,39.036,5782.786,483306.813,3943.1,216975.856,10648.363,3675408.598,0.973,0.51,0.067,0.001,0.295,0.002,0.03,0.001,False
-281.436,-35.2,-94.555,-66.067,-70.728,-27.651,-12.189,-5.768,-1.024,12.252,-4.593,11.286,1.02,375.007,114.619,122.306,142.675,215.964,84.714,160.494,79.37,38.313,38.223,46.978,36.055,46.465,5661.788,814746.493,4073.188,74735.771,10826.528,2686134.005,0.946,0.186,0.067,0.001,0.275,0.006,0.023,0.001,False
-297.805,-48.509,-101.09,-70.315,-76.366,-32.622,-25.033,-13.358,-8.61,7.277,-8.041,10.138,-6.14,208.169,67.827,66.571,56.955,77.628,45.033,33.784,28.62,25.248,21.811,18.505,21.261,16.867,6086.565,246945.635,4146.822,18516.578,11468.7,445055.877,0.909,0.105,0.08,0.001,0.314,0.003,0.013,0.0,False
-293.377,-45.382,-97.527,-66.703,-75.668,-32.156,-20.855,-11.347,-4.67,8.791,-8.633,10.385,-4.924,274.606,87.16,78.001,45.14,120.526,63.544,79.046,44.763,25.518,26.055,24.467,21.563,18.525,6019.194,325297.201,4099.216,27091.04,11325.08,768497.835,0.895,0.133,0.071,0.001,0.307,0.003,0.015,0.0,False
-291.668,-41.697,-94.375,-67.333,-70.958,-26.486,-14.14,-6.35,-3.896,8.553,-5.239,13.298,-0.433,295.09,107.286,57.36,105.449,163.32,66.523,93.028,32.96,26.536,34.955,44.802,22.854,26.063,5939.659,547550.846,4136.358,26073.792,11260.982,1183042.575,0.933,0.169,0.072,0.001,0.293,0.004,0.017,0.0,False
-283.305,-42.366,-91.816,-52.98,-64.342,-27.166,-8.721,-6.198,-2.017,14.839,-1.404,12.467,0.326,620.073,75.232,204.103,57.981,170.876,97.766,125.742,28.027,42.222,52.104,21.426,35.426,35.635,5990.977,363009.715,3941.705,139225.324,10990.216,2046829.187,0.914,0.225,0.067,0.001,0.313,0.002,0.021,0.001,False
-292.643,-48.529,-100.632,-63.498,-73.138,-31.381,-14.445,-8.787,-8.544,10.679,-4.444,9.78,-3.539,268.29,68.88,81.485,116.643,152.591,79.031,79.736,31.055,44.352,34.094,35.758,25.415,29.528,5936.338,368767.91,4039.306,50061.678,11135.034,1075003.372,0.949,0.182,0.07,0.001,0.3,0.003,0.017,0.0,False
-300.384,-53.93,-104.728,-65.873,-73.788,-34.401,-22.333,-12.636,-13.225,8.265,-6.788,6.916,-7.71,218.287,46.073,94.354,81.015,82.753,86.811,61.588,21.059,47.766,30.23,28.257,27.682,20.099,6100.053,211746.281,4064.746,76758.85,11348.193,892721.406,0.925,0.096,0.075,0.001,0.317,0.001,0.015,0.0,False
-284.974,-41.538,-94.686,-57.648,-63.995,-27.361,-11.751,-6.55,-3.407,13.345,-1.838,11.789,-0.351,595.071,75.735,234.019,43.472,156.336,123.505,134.46,25.732,31.609,64.074,30.093,36.123,32.301,5955.647,474638.873,4022.283,123639.087,11003.395,2459227.133,0.92,0.188,0.075,0.001,0.307,0.003,0.018,0.0,False
-298.434,-47.604,-96.173,-64.147,-70.186,-32.225,-20.007,-9.313,-8.538,10.534,-2.77,9.556,-3.747,198.076,80.175,63.74,58.112,93.591,83.995,45.516,21.823,34.466,32.412,27.159,24.861,21.368,6157.322,206986.764,4145.81,50265.432,11511.082,797018.944,0.928,0.18,0.081,0.001,0.32,0.002,0.014,0.0,False
-282.655,-47.42,-105.093,-65.405,-76.037,-36.513,-23.087,-15.699,-10.727,11.293,-7.853,7.01,-5.795,880.353,119.76,202.502,132.882,109.556,137.222,79.444,47.462,45.168,51.596,29.346,19.522,30.141,5859.954,337417.339,4002.787,157852.781,10862.62,2428083.427,0.994,1.229,0.071,0.002,0.296,0.002,0.019,0.0,False
-570.686,8.999,-82.761,-23.314,-64.365,4.165,-3.556,-13.003,5.822,-5.431,2.266,12.593,-6.198,2530.753,116.803,450.24,204.89,395.225,113.935,86.996,118.359,99.523,29.545,28.814,31.202,30.367,4757.199,742094.482,2874.964,58256.499,7022.714,749717.31,0.971,0.742,0.015,0.001,0.299,0.007,0.002,0.0,False
-587.343,1.039,-104.258,-33.7,-83.858,-11.042,-27.447,-12.686,-5.055,-4.818,-8.515,15.469,-11.808,1824.947,108.433,383.672,149.001,132.775,140.747,68.56,143.426,58.363,37.886,63.14,25.238,31.663,4676.562,373743.482,2994.357,38076.46,7147.614,345630.881,0.975,0.275,0.016,0.0,0.28,0.004,0.001,0.0,False
-420.126,40.742,-131.703,-60.099,-97.546,-18.074,13.805,27.85,3.222,-7.641,3.874,9.628,7.61,1156.231,222.744,409.249,158.245,251.942,113.498,171.276,72.577,159.1,81.267,79.162,125.302,88.968,2523.341,333609.909,2183.267,162541.695,4565.745,1825976.486,1.089,0.418,0.001,0.0,0.102,0.001,0.019,0.0,False
-436.967,56.478,-162.796,-87.985,-92.002,-14.413,-23.775,5.602,-5.3,-6.301,10.976,18.221,-0.95,427.941,53.672,408.1,106.851,113.451,134.663,75.802,48.477,26.152,33.182,19.742,25.618,24.84,2223.208,20108.746,1968.138,35749.319,3319.738,269988.197,0.923,0.106,0.0,0.0,0.096,0.0,0.011,0.0,False
-474.358,54.524,-133.45,-96.061,-117.187,-10.578,-26.246,-3.833,-12.522,-7.434,4.975,19.434,-3.921,415.209,192.219,154.137,122.014,93.044,118.231,64.549,52.763,45.831,33.398,34.149,47.568,18.299,2355.419,79259.633,2349.07,52611.742,4319.838,1498166.965,0.999,0.195,0.001,0.0,0.095,0.0,0.007,0.0,False
-489.031,46.452,-133.503,-90.026,-125.943,-13.137,-31.014,-3.685,-12.951,-4.889,3.215,19.614,-3.281,235.246,90.091,312.274,118.747,166.168,136.27,120.059,60.341,93.52,56.319,36.283,57.987,42.602,2598.659,85071.456,2513.061,57401.585,5473.542,1099460.048,0.991,0.14,0.001,0.0,0.105,0.0,0.006,0.0,False
-487.833,52.111,-134.3,-93.26,-121.31,-8.902,-30.141,-4.449,-11.201,-8.583,1.776,18.166,-7.818,352.746,76.966,279.103,117.111,107.824,122.069,88.819,72.789,53.688,39.396,33.648,42.569,30.828,2455.68,56824.149,2414.155,40139.529,5101.438,1080535.386,0.978,0.093,0.001,0.0,0.098,0.0,0.006,0.0,False
-468.594,45.74,-139.606,-94.673,-115.355,-16.253,-26.047,-0.776,-16.084,-5.744,2.813,21.526,-5.934,359.985,305.057,308.457,57.613,177.529,106.846,46.31,42.994,51.656,35.091,31.704,30.481,30.295,2458.589,146215.457,2415.378,142908.236,4662.44,2039606.064,0.983,0.18,0.001,0.0,0.094,0.0,0.007,0.0,False
-480.902,53.4,-140.521,-93.7,-113.267,-15.291,-28.185,-5.381,-13.041,-2.204,1.269,18.561,-5.757,134.921,75.682,209.188,52.379,121.767,66.849,72.152,40.373,39.963,27.371,29.511,27.335,25.371,2336.206,36483.462,2325.105,47761.726,4404.004,899567.357,0.97,0.093,0.001,0.0,0.091,0.0,0.007,0.0,False
-488.285,47.92,-144.208,-88.169,-111.899,-16.999,-36.237,-5.566,-11.255,-2.573,3.442,19.881,-7.893,175.594,100.158,149.646,65.624,79.124,53.623,59.351,41.479,40.281,44.759,33.0,38.186,42.651,2514.042,55917.262,2414.574,27757.295,5036.991,837602.607,0.957,0.078,0.001,0.0,0.099,0.0,0.005,0.0,False
-485.903,48.537,-146.341,-85.25,-95.367,-6.597,-36.301,-13.088,-10.24,4.91,7.834,14.166,-12.986,179.102,103.405,214.094,95.775,188.127,85.004,72.47,90.608,39.868,91.276,42.857,71.265,61.347,2551.703,60733.264,2288.337,52002.517,4563.748,1288069.56,1.0,0.085,0.001,0.0,0.112,0.0,0.006,0.0,False
-466.153,47.391,-162.078,-99.457,-98.229,-0.907,-38.37,-12.128,-9.638,7.569,5.989,11.727,-10.48,122.819,123.1,135.861,84.658,97.777,92.542,82.039,61.51,61.651,65.715,44.274,58.232,45.437,2373.559,43267.946,2100.79,41537.91,3608.576,1130796.337,0.988,0.094,0.001,0.0,0.11,0.0,0.009,0.0,False
-463.349,49.346,-151.6,-92.706,-93.924,1.225,-32.304,-14.271,-7.264,8.963,7.237,10.414,-8.526,170.937,105.17,181.942,92.873,137.989,77.618,91.503,68.203,59.878,49.395,46.807,62.456,50.139,2423.519,36750.966,2162.3,45785.566,3890.675,1286082.11,0.972,0.077,0.001,0.0,0.109,0.0,0.008,0.0,False
-477.133,35.205,-144.752,-77.565,-88.093,1.095,-32.244,-13.024,-11.744,7.501,8.684,6.525,-10.516,390.351,225.415,246.619,116.199,162.426,199.801,106.584,67.995,63.442,77.193,46.729,68.623,37.924,2811.847,131582.189,2402.375,64559.407,5265.176,1285198.948,1.01,0.127,0.001,0.0,0.123,0.0,0.006,0.0,False
-471.285,45.532,-145.011,-89.976,-99.728,-3.873,-36.531,-11.347,-12.888,7.433,9.078,6.461,-12.641,281.537,194.625,191.951,174.408,101.4,110.169,91.968,69.91,58.323,60.232,45.298,55.953,53.572,2567.017,98810.252,2302.84,56355.458,4432.358,1635086.288,0.999,0.091,0.001,0.0,0.115,0.0,0.007,0.0,False
-470.738,42.817,-141.778,-92.284,-98.664,-8.706,-35.901,-9.156,-12.866,4.763,5.627,7.609,-14.037,596.509,384.489,170.683,57.892,111.034,92.831,59.599,49.836,56.922,52.42,49.24,37.735,35.769,2612.817,173282.178,2430.045,114693.304,4694.888,1789182.635,1.002,0.163,0.002,0.0,0.11,0.0,0.007,0.0,False
-490.891,37.722,-137.986,-86.05,-97.767,8.861,-37.354,-13.606,-12.871,0.369,8.401,6.733,-13.569,1182.807,470.385,253.592,566.873,458.534,162.607,107.453,119.82,79.368,83.007,38.806,66.392,36.818,2858.387,400170.815,2476.572,81540.756,5501.498,2374590.596,0.976,0.12,0.001,0.0,0.134,0.003,0.007,0.0,False
-523.436,2.557,-137.677,-53.271,-63.088,23.854,-44.367,-24.831,-17.209,0.722,11.212,0.45,-20.942,398.213,221.2,213.361,134.449,115.374,94.365,81.081,53.022,131.658,65.317,93.357,86.393,67.123,3576.07,153255.117,2677.535,40020.242,7065.345,182904.712,0.99,0.124,0.002,0.0,0.174,0.001,0.005,0.0,False
-492.9,-8.822,-111.792,-32.455,-37.363,6.5,-19.886,-13.174,0.641,-3.386,13.157,4.998,-6.472,1746.22,643.33,328.435,246.37,182.22,641.563,205.807,244.886,113.917,136.94,83.649,68.229,85.978,4104.448,831844.401,2817.495,210372.575,7088.309,1648043.631,1.023,0.226,0.009,0.0,0.208,0.005,0.007,0.0,False
-326.628,-26.535,-116.569,-32.805,-100.708,-5.441,23.216,11.037,-10.645,-8.3,7.159,28.966,2.288,2865.528,238.024,257.069,167.535,553.413,183.255,163.989,98.691,138.439,106.077,69.107,135.593,112.403,4363.734,275386.43,2731.96,48597.424,6732.977,290812.431,1.298,1.084,0.006,0.0,0.217,0.003,0.031,0.0,False
-420.438,-7.369,-80.34,-30.253,-64.25,10.678,24.473,6.566,-3.278,-4.957,3.778,14.539,-3.788,18337.769,1201.392,1810.644,305.436,1611.743,197.179,218.648,275.962,249.015,87.888,48.162,156.503,121.523,4314.277,735308.562,2825.61,90557.636,6885.333,1111972.486,1.074,1.247,0.013,0.001,0.221,0.007,0.036,0.003,False
-218.109,-50.837,-129.997,-70.937,-117.865,-9.719,-22.925,-7.103,9.184,12.669,6.895,14.667,5.46,1669.617,69.675,196.373,141.37,150.602,95.694,37.105,30.136,50.826,35.737,32.938,20.263,25.377,5062.215,116392.272,3095.855,14455.561,8116.663,145281.532,1.046,3.913,0.017,0.0,0.29,0.001,0.052,0.0,False
-225.29,-60.353,-128.698,-71.866,-125.259,-10.061,-26.798,-12.069,8.589,12.827,5.212,19.222,9.227,589.435,235.662,259.968,343.801,83.988,137.991,39.269,81.901,55.061,25.524,35.599,24.995,28.678,5242.646,319322.997,2993.865,24762.284,8134.335,77851.436,0.917,0.117,0.014,0.0,0.305,0.003,0.056,0.0,False
-213.224,-49.252,-133.185,-85.762,-132.892,-8.276,-25.346,-11.835,5.73,14.785,9.254,19.015,3.969,88.955,90.996,131.286,89.242,52.625,35.973,28.919,31.107,26.295,19.18,19.02,17.225,13.99,4886.0,43515.72,3157.952,3865.369,8125.549,13194.992,0.883,0.076,0.013,0.0,0.27,0.0,0.058,0.0,False
-203.025,-43.025,-131.704,-85.955,-132.48,-9.169,-24.146,-8.068,8.843,18.566,12.786,15.966,-1.304,111.434,106.217,120.053,80.556,59.692,49.894,31.132,28.438,22.963,22.306,15.427,15.077,17.899,4679.919,60509.622,3188.756,2951.796,8029.952,42372.704,0.878,0.058,0.011,0.0,0.243,0.001,0.065,0.0,False
-216.999,-52.585,-129.227,-78.375,-134.163,-18.925,-31.179,-4.899,12.185,18.387,12.907,16.047,-0.542,117.073,112.951,135.582,102.875,61.924,84.177,26.073,31.235,21.049,12.341,17.697,16.006,15.974,5018.51,77756.906,3168.637,4745.204,8336.262,51918.583,0.906,0.078,0.013,0.0,0.278,0.001,0.058,0.0,False
-205.77,-51.653,-130.719,-79.102,-130.141,-14.717,-30.203,-6.335,7.447,18.857,11.087,17.782,2.875,118.737,56.02,111.29,64.366,59.242,71.625,28.277,32.277,44.311,17.168,16.399,20.011,14.698,5032.874,28723.856,3184.255,7082.155,8404.054,33036.06,0.917,0.088,0.013,0.0,0.283,0.0,0.061,0.0,False
-185.546,-40.992,-127.058,-89.203,-126.019,-4.344,-32.104,-7.268,-1.639,18.568,11.722,19.821,7.511,84.075,57.988,50.873,49.021,49.018,29.634,30.413,19.6,24.508,15.052,19.127,17.595,17.526,4950.164,26133.099,3344.533,4069.801,8683.856,6152.636,0.913,0.099,0.012,0.0,0.275,0.0,0.073,0.0,False
-189.221,-44.26,-126.755,-90.433,-129.263,-2.368,-32.43,-9.474,0.111,20.904,7.297,17.715,11.854,42.071,43.478,53.886,33.561,43.106,24.374,19.974,13.29,17.144,15.748,14.333,12.958,14.451,5046.321,42418.943,3325.31,3379.662,8658.646,13776.894,0.892,0.086,0.012,0.0,0.281,0.001,0.072,0.0,False
-191.079,-47.831,-125.601,-89.177,-129.228,-5.095,-32.869,-5.477,0.933,22.216,3.795,19.643,11.447,176.41,78.381,119.451,77.518,44.636,37.596,25.917,25.361,24.917,10.762,14.037,18.993,15.091,5073.596,102006.332,3334.073,5423.37,8772.913,16248.922,0.892,0.112,0.013,0.0,0.272,0.001,0.069,0.0,False
-170.528,-49.551,-137.618,-87.221,-117.54,-11.7,-37.805,0.224,-0.02,21.148,1.656,16.489,9.405,413.924,108.571,232.201,67.362,112.118,61.181,56.878,41.182,24.918,20.149,13.882,21.396,23.044,4965.537,68215.351,3362.136,7996.516,8810.952,32738.189,0.906,0.094,0.014,0.0,0.267,0.001,0.079,0.0,False
-164.795,-45.278,-135.488,-93.897,-117.648,-13.063,-41.494,-4.378,-1.071,27.269,1.83,17.572,2.593,78.381,66.91,104.943,49.997,61.215,26.696,48.805,10.882,20.468,18.03,11.542,17.651,15.604,4830.03,33242.561,3465.49,7106.683,9073.482,47504.748,0.948,0.096,0.014,0.0,0.237,0.0,0.084,0.0,False
-306.125,-77.239,-109.855,-47.592,-104.283,-8.969,-31.679,-3.177,8.835,13.146,1.735,17.345,5.408,13797.667,686.128,558.947,385.467,589.364,110.817,121.575,46.46,52.44,37.503,25.974,34.242,25.482,6101.813,333104.899,2922.427,57471.665,9114.217,453021.212,0.971,4.381,0.024,0.001,0.379,0.002,0.035,0.0,False
-366.584,-29.003,-155.246,-58.947,-43.002,19.628,1.28,7.604,24.291,10.799,-14.722,7.541,3.104,1152.312,392.051,319.893,328.26,294.429,224.266,272.061,87.08,116.934,124.438,179.786,72.919,76.301,3925.744,378933.19,2677.414,155602.718,6306.759,1316349.113,1.232,2.01,0.005,0.0,0.223,0.004,0.021,0.0,False
