mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,mfcc_6_var,mfcc_7_var,mfcc_8_var,mfcc_9_var,mfcc_10_var,mfcc_11_var,mfcc_12_var,mfcc_13_var,spec_centroid_mean,spec_centroid_var,spec_bandwidth_mean,spec_bandwidth_var,rolloff_mean,rolloff_var,flux_mean,flux_var,flatness_mean,flatness_var,zcr_mean,zcr_var,rms_mean,rms_var,is_insecta
-420.325,40.94,-29.341,8.561,-19.412,-28.496,9.328,-20.286,-24.196,10.742,-16.598,-10.433,2.314,31.719,33.937,30.686,35.648,38.882,28.842,21.766,36.859,59.866,37.403,32.263,52.805,40.72,5500.396,143223.564,4078.294,144905.948,11089.706,2498171.705,1.094,0.077,0.025,0.0,0.293,0.0,0.004,0.0,False
-419.912,40.363,-29.243,10.175,-20.674,-28.807,11.149,-21.262,-23.748,9.152,-16.151,-11.792,1.002,42.805,42.218,30.715,39.559,27.801,43.053,32.168,41.821,51.538,32.641,38.416,54.745,35.288,5396.177,85108.424,4012.64,111149.686,10808.107,2138147.136,1.075,0.079,0.027,0.0,0.288,0.0,0.004,0.0,False
-399.227,42.515,-40.95,-2.566,-18.406,-19.781,19.889,-21.889,-24.62,1.151,-12.912,-2.859,5.639,361.217,37.415,176.147,56.653,54.651,66.411,48.619,48.933,44.664,106.281,76.082,62.691,65.196,4933.725,370183.682,3963.56,135993.788,9787.34,4511148.137,1.163,0.238,0.017,0.0,0.234,0.004,0.007,0.0,False
-410.863,38.54,-32.875,6.107,-19.144,-25.302,14.91,-22.046,-23.671,6.19,-14.381,-8.55,3.883,225.498,42.564,141.873,80.492,45.539,63.5,35.32,32.349,55.402,69.747,46.168,43.924,47.272,5318.978,321489.483,3997.312,146042.685,10479.183,4067061.018,1.105,0.124,0.023,0.0,0.274,0.002,0.005,0.0,False
-419.513,39.624,-26.955,9.878,-18.153,-26.866,10.472,-19.193,-23.66,10.847,-14.394,-11.172,1.91,52.24,45.046,33.652,43.609,32.141,31.581,40.242,44.335,48.713,28.662,42.89,53.72,30.034,5542.061,86904.76,4080.212,70059.826,11300.27,1395257.609,1.093,0.076,0.022,0.0,0.294,0.0,0.004,0.0,False
-399.075,41.626,-38.496,0.739,-17.573,-20.981,18.938,-20.082,-24.869,1.676,-13.238,-5.696,5.681,361.658,49.602,186.976,68.56,46.412,80.063,42.876,63.106,41.538,87.465,64.613,100.481,92.819,5011.329,362908.204,3956.656,105407.235,9943.69,4306028.226,1.157,0.214,0.018,0.0,0.246,0.003,0.006,0.0,False
-415.015,37.922,-25.835,13.097,-19.301,-23.62,11.264,-19.887,-22.01,11.109,-14.969,-8.313,2.141,46.217,50.886,28.757,47.806,32.187,29.91,27.785,33.643,33.511,33.587,40.353,37.272,28.48,5594.884,124236.576,4073.868,102112.269,11260.982,1736104.551,1.081,0.068,0.026,0.0,0.298,0.0,0.004,0.0,False
-399.407,39.594,-36.676,5.475,-20.642,-20.165,19.097,-21.215,-22.681,1.267,-12.878,-6.065,4.043,337.591,42.815,256.786,103.153,70.597,59.369,49.921,44.32,67.203,108.582,69.921,53.306,72.423,5033.02,373458.339,3904.555,150966.708,9748.452,4443819.521,1.141,0.19,0.023,0.0,0.246,0.004,0.007,0.0,False
-410.533,37.408,-31.877,7.445,-20.003,-25.149,12.899,-22.662,-24.232,6.167,-14.347,-10.583,2.959,168.389,60.501,132.888,62.651,36.373,63.511,31.975,39.785,45.083,45.937,47.256,62.607,37.147,5301.609,305985.651,3940.753,129406.537,10284.944,3438573.676,1.073,0.102,0.024,0.0,0.278,0.002,0.005,0.0,False
-419.655,39.148,-30.194,10.849,-21.115,-27.525,9.076,-21.585,-25.839,10.702,-19.384,-10.799,0.655,48.352,53.212,32.357,40.992,34.793,41.909,24.099,39.836,50.694,34.468,37.17,48.53,33.103,5469.787,133378.489,3994.992,110023.924,10792.033,2243152.315,1.113,0.073,0.022,0.0,0.293,0.0,0.004,0.0,False
-400.148,38.462,-39.151,5.006,-21.238,-22.53,18.57,-21.041,-27.329,3.13,-13.969,-8.97,5.912,310.115,54.742,157.873,72.839,53.421,50.583,57.318,48.215,41.271,93.584,84.687,104.908,70.307,4958.979,326046.785,3798.777,144478.008,9358.626,4103795.085,1.136,0.17,0.02,0.0,0.244,0.003,0.006,0.0,False
-414.523,40.907,-31.894,10.077,-19.65,-26.961,10.871,-20.011,-25.804,10.606,-17.693,-10.614,2.57,150.174,41.797,92.374,56.556,42.529,44.809,35.536,35.806,62.301,40.492,36.938,54.274,45.768,5324.944,140043.08,3912.621,155364.336,10297.324,2941500.428,1.097,0.089,0.024,0.0,0.284,0.001,0.004,0.0,False
-399.352,36.581,-36.538,4.783,-21.366,-23.527,18.789,-21.796,-23.227,3.462,-14.341,-9.223,4.517,285.141,39.934,181.002,73.727,46.272,63.293,47.706,50.201,65.367,78.959,64.066,63.105,56.005,5152.021,355224.852,3900.788,125566.245,10021.715,4365563.885,1.125,0.15,0.019,0.0,0.262,0.003,0.006,0.0,False
-399.875,38.353,-34.312,6.569,-16.619,-24.409,19.491,-19.932,-25.835,7.303,-13.102,-9.185,6.845,261.98,57.884,185.901,87.457,53.841,74.51,40.796,51.449,55.563,71.203,57.684,57.061,65.138,5156.295,318312.452,3914.721,106280.02,10115.815,3739179.683,1.125,0.146,0.02,0.0,0.258,0.003,0.006,0.0,False
-404.798,36.663,-35.238,3.088,-20.916,-20.91,16.63,-21.806,-23.566,2.862,-17.276,-3.577,4.75,2245.503,53.367,175.267,58.46,63.005,98.452,50.314,42.006,55.446,67.813,93.752,97.17,81.171,5188.29,324413.337,3951.625,106519.746,10233.027,2975745.581,1.19,1.778,0.025,0.001,0.262,0.004,0.006,0.0,False
-293.336,62.742,-40.803,0.738,-51.933,20.189,-15.616,16.877,-17.088,-9.768,-1.082,-16.869,2.953,3140.734,542.858,795.758,197.905,270.874,367.227,417.616,463.237,630.124,308.796,238.953,104.029,160.706,4531.757,858416.384,3336.901,97320.27,8601.687,286327.992,1.346,1.099,0.005,0.001,0.263,0.013,0.042,0.001,False
-273.858,32.989,-59.179,-18.305,-42.343,29.913,-1.302,-4.249,-27.377,-18.287,5.608,-12.494,10.131,1438.921,387.926,552.172,269.337,185.778,311.129,455.007,442.811,541.296,371.395,104.502,154.139,203.707,4584.576,494822.523,3505.364,97006.531,8682.857,217679.344,1.279,0.343,0.001,0.0,0.227,0.008,0.054,0.001,False
-298.666,49.049,-61.931,-4.911,-52.883,34.373,-8.513,7.054,-30.682,-13.598,4.905,-12.224,8.677,1374.893,291.683,797.614,209.706,240.548,409.081,492.835,527.78,791.087,444.429,181.741,348.859,243.373,4396.975,740794.069,3216.076,101936.895,8506.639,157749.543,1.241,0.313,0.0,0.0,0.237,0.013,0.051,0.001,False
-308.59,68.413,-41.806,5.064,-52.178,31.081,-25.305,7.559,-15.231,-8.618,10.859,-15.254,3.78,1809.426,210.881,897.773,219.671,171.544,619.336,532.912,250.068,551.487,227.961,106.079,282.854,224.84,4897.085,858674.056,3332.547,87647.516,8639.177,205852.131,1.221,0.296,0.001,0.0,0.297,0.015,0.036,0.001,False
-303.509,63.956,-46.881,6.83,-46.133,33.443,-18.048,11.453,-17.922,-5.669,6.639,-11.868,6.173,1466.416,223.108,730.513,131.493,315.575,582.017,417.209,489.289,682.533,259.131,235.748,377.646,227.929,4476.178,783611.678,3231.251,77687.901,8481.829,217867.576,1.209,0.291,0.001,0.0,0.255,0.014,0.039,0.001,False
-261.41,41.599,-77.057,-13.847,-51.852,41.19,-4.634,1.639,-41.118,-8.683,4.895,-0.669,10.499,1684.552,525.068,637.45,241.917,400.642,584.512,139.075,456.845,233.053,251.779,219.239,105.659,149.117,4271.925,707795.095,3198.159,135818.69,8412.69,789778.412,1.315,0.6,0.002,0.0,0.213,0.007,0.056,0.001,False
-287.911,33.357,-74.343,-21.734,-56.339,40.696,2.425,8.656,-30.818,-8.481,15.232,-1.601,11.192,1234.784,224.147,542.794,150.172,309.861,336.212,231.359,344.245,233.915,309.003,176.93,149.741,146.764,4357.216,786533.004,3177.645,100796.545,8286.342,611923.08,1.248,0.426,0.001,0.0,0.219,0.009,0.056,0.001,False
-309.272,29.203,-65.774,-24.361,-52.847,32.746,-2.104,4.13,-19.981,-9.532,21.768,-9.456,7.142,1360.605,268.725,520.017,193.62,317.531,301.379,176.356,558.692,222.132,242.243,234.78,209.963,184.882,4760.443,926832.177,3335.505,77797.981,8524.012,43299.336,1.271,0.399,0.001,0.0,0.247,0.013,0.045,0.001,False
-327.935,43.283,-58.944,-12.091,-64.035,28.382,-9.052,12.251,-7.579,-6.21,13.675,-11.437,3.565,1378.132,245.56,798.138,167.817,243.045,296.23,424.835,364.045,297.515,232.925,178.908,129.209,190.752,4918.841,1215592.565,3181.619,87330.684,8466.254,256247.826,1.254,0.398,0.001,0.0,0.281,0.014,0.036,0.001,False
-316.195,29.573,-54.872,-14.135,-56.605,27.093,-7.551,16.373,-15.149,-3.345,10.562,-5.693,4.062,1665.874,625.802,791.247,304.98,266.495,509.279,239.52,415.99,437.684,269.449,204.863,184.868,255.378,4978.141,909573.719,3300.107,85116.957,8597.544,154153.001,1.285,0.358,0.001,0.0,0.265,0.012,0.038,0.001,False
-315.613,27.349,-72.097,-25.009,-44.574,30.906,-7.564,13.886,-11.453,-14.418,15.229,-8.846,7.295,1091.376,233.68,642.992,227.339,292.431,349.738,344.378,466.439,657.609,276.82,395.831,223.185,197.876,4654.317,756345.606,3323.331,134641.52,8499.501,132590.73,1.258,0.376,0.001,0.0,0.235,0.008,0.041,0.001,False
-279.059,19.828,-119.378,-5.628,-27.286,25.808,-28.917,27.316,-4.613,-32.764,2.08,10.093,18.562,1901.646,789.464,666.497,158.753,481.29,295.881,217.124,539.059,213.611,428.13,237.281,314.707,209.239,3837.374,274242.596,2640.816,67025.643,7526.807,1028519.754,1.304,0.36,0.0,0.0,0.186,0.001,0.07,0.001,False
-318.498,18.151,-73.401,-6.363,-56.336,29.909,-15.475,18.382,-17.61,-4.693,9.085,-11.545,1.226,2460.138,697.702,923.974,469.539,335.086,541.809,478.486,445.116,623.764,242.678,282.501,224.181,243.302,4885.586,924150.512,3048.94,75237.894,8485.323,137910.473,1.242,0.307,0.001,0.0,0.269,0.012,0.039,0.001,False
-330.324,21.566,-63.492,-5.038,-55.993,28.296,-20.759,12.522,-18.483,-6.551,15.221,-9.146,-1.35,2442.865,649.659,1330.646,171.441,95.851,405.084,475.331,412.137,908.939,236.025,205.508,368.862,154.819,5264.96,1038178.616,3138.058,66135.066,8596.546,157458.988,1.154,0.21,0.001,0.0,0.305,0.016,0.033,0.001,False
-320.78,26.519,-68.197,-18.148,-54.954,35.087,-2.669,6.759,-23.02,-14.824,12.588,-8.019,9.906,1661.198,162.447,826.686,193.06,147.855,307.361,588.427,681.993,502.932,357.454,216.416,191.144,258.832,4676.098,1189601.232,3154.574,84429.239,8349.241,377975.974,1.249,0.371,0.0,0.0,0.245,0.016,0.046,0.001,False
-343.13,22.309,-33.293,-10.591,-44.058,12.384,-15.73,12.205,-0.637,-11.655,10.913,-22.529,2.916,798.084,467.673,619.551,332.472,213.711,314.461,409.563,308.842,290.469,229.265,126.467,152.338,152.934,6186.73,1100923.545,3463.464,104323.358,8821.336,162985.245,1.281,0.436,0.004,0.0,0.393,0.014,0.022,0.0,False
-310.629,17.455,-77.471,-15.582,-49.006,41.673,5.464,3.933,-35.105,-13.376,17.258,-4.495,11.078,1292.594,284.208,656.607,230.913,205.669,435.595,180.243,568.619,260.918,329.1,242.093,143.651,212.468,4494.555,937159.547,3133.695,104489.871,8362.72,334456.01,1.229,0.324,0.001,0.0,0.222,0.011,0.048,0.001,False
-365.78,36.178,-39.025,6.281,-56.217,23.048,-38.683,19.235,2.184,0.558,9.942,-19.019,-6.813,849.295,444.724,311.904,148.119,175.154,292.791,159.486,159.505,250.92,96.947,171.723,99.275,56.743,6158.17,426585.685,3227.008,59104.523,8798.822,110811.873,1.268,0.537,0.003,0.0,0.414,0.009,0.017,0.0,False
-305.922,25.364,-95.286,-21.395,-51.151,55.979,10.073,-1.163,-40.557,-13.198,12.776,-2.037,11.982,1061.109,133.934,595.671,147.189,181.5,159.347,111.807,360.56,140.939,192.979,142.535,128.948,87.539,3821.578,450056.493,2942.964,107507.372,7782.798,1229236.292,1.247,0.347,0.001,0.0,0.16,0.003,0.054,0.001,False
-324.802,13.953,-53.867,-17.828,-44.857,22.997,-9.745,3.631,-5.502,-3.589,11.479,-20.684,0.284,1463.608,421.105,744.569,287.128,227.972,416.714,371.072,399.185,554.327,242.292,213.843,235.759,127.505,5365.65,1191882.27,3480.046,122810.828,8731.829,340460.49,1.3,0.406,0.005,0.0,0.293,0.014,0.029,0.0,False
-297.466,13.523,-84.75,-5.328,-57.123,32.601,-4.818,11.768,-28.621,-3.413,12.245,-6.951,1.636,2126.636,1189.069,495.257,752.63,346.044,472.743,212.64,511.363,160.752,284.507,291.748,262.311,238.411,4741.205,716031.717,3086.657,90504.396,8469.798,137880.634,1.305,0.575,0.002,0.0,0.254,0.009,0.042,0.0,False
-340.218,27.405,-58.434,-7.45,-54.125,26.596,-22.978,14.256,-9.496,2.441,7.164,-17.005,0.313,1907.618,469.256,871.473,344.64,386.749,487.332,478.131,400.291,565.152,288.494,193.129,164.659,124.977,5074.531,1240182.11,3228.418,105873.495,8615.365,445546.496,1.317,0.466,0.003,0.0,0.28,0.017,0.032,0.0,False
-319.088,28.171,-47.658,-10.877,-46.821,22.654,-12.946,12.802,-11.308,-3.905,3.291,-13.879,0.513,2411.065,546.115,823.964,233.678,241.809,407.142,512.592,432.779,780.369,248.489,227.325,265.755,132.253,5070.527,1270718.217,3317.407,117135.177,8594.05,850595.208,1.275,0.578,0.002,0.0,0.283,0.016,0.038,0.001,False
-349.388,9.986,-37.031,1.614,-35.847,25.828,-17.789,4.642,-11.883,-10.374,15.452,-7.311,6.284,2858.853,496.404,1261.062,235.374,289.923,387.498,241.168,151.75,701.987,185.14,100.939,210.245,138.663,6259.894,2162951.014,3229.084,154553.404,8961.112,935133.638,1.233,0.389,0.004,0.0,0.383,0.024,0.026,0.001,False
-331.904,17.097,-54.032,-10.009,-46.381,10.39,0.652,3.469,-3.829,-4.61,7.879,-3.292,-4.502,3089.085,450.307,1263.802,569.161,301.064,656.705,709.528,435.144,553.418,217.848,203.65,213.372,140.873,4804.907,2467883.139,3104.539,440845.194,7877.895,4746001.127,1.281,0.495,0.005,0.0,0.249,0.024,0.04,0.002,False
-308.334,20.221,-85.654,-21.052,-45.033,36.481,15.233,-6.927,-31.461,-6.501,7.6,11.407,-2.38,2944.531,197.677,647.583,220.334,257.8,191.863,218.219,382.393,236.451,274.15,112.407,161.414,114.461,3547.845,451747.715,2766.451,152409.256,6533.796,1654561.054,1.208,0.504,0.001,0.0,0.134,0.002,0.053,0.002,False
-351.135,43.147,-42.163,-14.926,-45.328,9.288,-5.35,10.754,6.727,0.944,3.047,-5.54,-11.127,1630.11,196.869,1039.171,330.274,191.095,752.304,594.278,291.202,614.241,142.015,141.223,152.604,176.618,3850.18,1113332.102,3123.348,289364.221,7538.938,3152409.45,1.152,0.384,0.003,0.0,0.166,0.011,0.036,0.003,False
-326.242,22.934,-65.094,-26.946,-30.236,30.166,21.967,0.436,-18.867,-14.704,9.93,5.523,3.402,2317.022,145.334,884.145,289.206,214.08,292.833,221.228,304.39,302.037,159.757,140.99,171.765,118.484,4073.481,1216041.734,3390.427,551827.238,7902.905,5494091.218,1.217,0.411,0.004,0.0,0.152,0.005,0.04,0.002,False
-318.236,61.243,-34.026,6.483,-48.271,18.406,-19.989,18.967,-9.947,-8.191,-0.92,-13.601,-0.369,4315.696,806.891,494.479,156.637,423.298,262.497,287.358,337.794,485.779,209.027,215.981,167.96,121.779,4840.412,1100156.937,3355.559,79958.066,8741.613,365029.88,1.357,1.484,0.009,0.001,0.3,0.015,0.031,0.001,False
-560.216,119.69,-115.833,-5.401,-38.089,-20.454,-5.676,-21.975,-14.063,-14.388,-5.48,-10.354,-10.846,3288.883,842.158,1146.75,447.527,147.544,283.706,189.366,168.994,107.257,125.286,83.954,109.087,84.545,2527.828,449502.378,1909.992,272017.431,4120.607,1817418.114,1.38,1.882,0.01,0.003,0.13,0.001,0.002,0.0,False
-296.917,163.316,-48.836,13.598,-3.072,8.488,2.918,-8.036,-6.226,-17.984,-9.596,-0.937,-1.926,1820.245,348.026,984.705,447.586,177.245,149.573,65.081,63.444,93.768,79.138,89.771,43.322,41.829,1934.733,196596.388,2094.828,100584.868,3393.421,1200432.418,1.371,1.237,0.002,0.0,0.078,0.001,0.024,0.0,False
-323.174,147.416,-41.466,17.289,-3.311,5.161,5.961,-7.678,-7.183,-15.686,-8.439,-2.167,-1.884,8847.765,1983.324,878.43,304.537,267.028,147.25,111.087,65.083,114.576,96.469,75.588,43.209,38.551,2367.166,2245195.765,2330.52,398743.919,4306.11,6603393.676,1.234,1.217,0.024,0.007,0.112,0.014,0.022,0.0,False
-533.917,36.9,-47.52,-31.665,-18.778,-9.803,-3.84,-4.718,-7.964,4.01,-0.988,10.16,-3.513,5008.67,243.149,994.002,170.892,141.904,119.554,150.244,88.846,70.476,70.56,54.582,56.082,60.144,5269.938,1075001.393,4283.165,445619.758,10893.57,5847997.796,1.173,0.832,0.093,0.003,0.254,0.005,0.002,0.0,False
-520.176,28.299,-54.222,-34.97,-26.337,-13.406,-10.014,-9.173,-13.14,-1.033,-4.421,8.064,-4.935,3401.947,521.724,1175.562,209.133,136.929,103.413,63.071,79.101,75.327,45.184,46.84,61.289,43.325,5312.436,606860.936,4284.728,402412.359,11022.065,3701567.986,1.098,0.531,0.084,0.002,0.254,0.003,0.002,0.0,False
-531.388,31.123,-53.954,-40.102,-27.995,-18.925,-14.471,-11.918,-13.18,-3.355,-8.069,5.944,-10.973,454.943,162.665,239.897,265.725,105.227,72.398,46.967,69.459,50.726,32.932,40.156,65.554,57.118,5219.67,590582.353,4299.4,153969.503,10958.516,3173148.536,1.046,0.208,0.073,0.001,0.245,0.003,0.001,0.0,False
-526.475,42.689,-41.791,-30.237,-14.107,-7.315,-6.053,-6.802,-7.481,3.426,0.561,12.759,-5.759,714.742,383.047,468.115,252.943,188.172,180.024,112.078,121.217,110.537,83.835,76.029,68.926,57.355,5170.703,846500.677,4319.292,250906.987,10899.86,4310975.607,1.07,0.2,0.077,0.001,0.241,0.004,0.001,0.0,False
-528.715,43.049,-49.892,-40.618,-23.034,-14.047,-10.104,-7.538,-11.618,-0.656,-6.853,6.512,-7.413,1049.763,371.241,339.222,409.629,175.468,107.576,82.617,121.358,67.723,58.727,73.872,71.334,40.179,5029.354,1081200.977,4294.315,251551.587,10661.941,5598931.147,1.047,0.361,0.075,0.002,0.24,0.005,0.001,0.0,False
-491.634,41.278,-71.807,-52.563,-27.071,-4.579,-7.823,-11.578,-10.621,-3.308,-3.481,10.545,-3.955,4660.933,176.431,1807.465,469.958,287.808,366.651,191.241,79.064,156.192,106.235,51.138,72.719,131.143,4332.069,1762065.213,3793.941,873485.704,8812.4,12497014.142,1.099,0.359,0.048,0.002,0.19,0.005,0.006,0.0,False
-507.58,32.865,-61.522,-38.911,-29.098,-7.681,-9.678,-11.929,-7.977,-2.763,-3.82,9.611,-7.223,3414.2,178.733,1346.747,135.029,146.152,223.156,58.679,68.996,92.621,60.991,56.563,59.272,54.891,4961.503,970337.245,4104.516,527273.118,10279.103,6269276.262,1.183,0.659,0.071,0.002,0.229,0.004,0.002,0.0,False
-534.194,38.637,-53.563,-45.717,-31.464,-19.872,-18.084,-13.977,-16.433,-5.923,-12.487,5.504,-12.089,436.405,65.622,273.138,141.377,109.311,85.399,60.248,65.911,71.166,55.669,39.208,56.113,41.686,5032.808,504215.139,4395.298,142608.631,10929.962,3094803.122,1.031,0.165,0.061,0.001,0.22,0.002,0.001,0.0,False
-511.042,37.897,-70.421,-48.704,-27.527,-15.883,-15.518,-13.835,-17.11,-2.837,-8.99,1.901,-10.241,1688.841,134.944,608.234,136.514,180.511,89.643,66.222,54.068,89.378,29.73,34.446,56.385,43.84,4571.684,631987.829,4087.296,320483.902,9834.415,4739767.371,1.072,0.327,0.049,0.001,0.194,0.002,0.002,0.0,False
-522.678,37.451,-58.745,-48.223,-31.661,-18.511,-11.769,-12.554,-17.431,-4.247,-9.961,2.848,-10.462,1357.087,136.756,656.1,245.093,86.045,64.63,77.955,67.44,75.607,28.174,27.432,66.582,43.52,4905.553,956332.641,4251.791,354856.141,10506.789,5749301.826,1.027,0.188,0.062,0.001,0.219,0.004,0.002,0.0,False
-532.826,40.493,-55.477,-44.868,-26.4,-19.032,-15.969,-13.283,-17.981,-5.074,-11.312,3.211,-14.125,237.956,93.404,197.31,148.474,164.843,73.261,61.447,98.236,70.609,72.56,38.166,50.899,65.601,4889.072,399754.191,4346.988,128127.508,10787.19,2412491.387,1.021,0.159,0.054,0.001,0.207,0.002,0.001,0.0,False
-536.098,29.491,-56.23,-32.808,-26.97,-22.315,-13.935,-14.939,-21.023,-3.675,-11.473,5.433,-11.96,514.709,173.509,302.063,290.475,91.329,150.399,78.174,35.745,74.695,36.899,25.681,34.878,38.368,5307.164,179782.319,4300.833,312745.798,11016.873,3268137.389,1.061,0.256,0.074,0.001,0.248,0.001,0.001,0.0,False
-541.772,33.28,-52.328,-39.028,-29.702,-22.532,-16.152,-16.763,-20.623,-5.249,-11.867,6.148,-10.996,422.004,80.572,287.489,164.97,46.187,75.621,61.275,53.683,63.584,36.038,24.466,43.635,35.532,5298.684,217340.936,4450.974,211614.482,11397.714,2333065.204,1.024,0.163,0.069,0.001,0.225,0.003,0.001,0.0,False
-537.565,35.604,-52.695,-42.292,-30.244,-18.34,-15.841,-15.068,-16.699,-4.5,-11.402,5.662,-12.726,545.368,74.293,405.616,115.492,81.215,42.011,44.121,59.729,39.069,33.536,29.296,40.611,48.628,5250.406,450134.19,4413.858,190404.663,11244.109,3162138.636,1.01,0.138,0.073,0.001,0.237,0.003,0.001,0.0,False
-544.472,34.643,-47.058,-42.992,-29.108,-18.029,-16.437,-16.577,-18.901,-4.666,-10.402,4.939,-11.571,208.966,76.89,116.338,147.198,55.103,73.451,39.628,56.475,50.446,39.196,26.236,32.14,37.714,5423.986,378486.903,4500.595,109980.939,11518.97,2201559.269,0.988,0.125,0.079,0.001,0.248,0.002,0.001,0.0,False
-532.196,34.837,-54.5,-46.527,-32.768,-15.564,-12.435,-10.793,-12.738,-4.607,-11.789,3.529,-15.599,480.14,152.303,167.117,291.684,150.097,63.828,93.348,78.065,73.519,41.229,34.143,90.572,73.381,5053.735,817255.55,4300.261,134689.148,10731.18,3386231.181,1.063,0.219,0.065,0.002,0.233,0.004,0.001,0.0,False
-537.626,34.501,-53.53,-44.5,-31.411,-16.912,-14.014,-15.532,-17.069,-8.882,-13.065,5.051,-14.707,416.776,138.144,239.167,204.56,133.164,78.13,80.601,70.936,64.156,72.713,34.075,48.22,50.591,5152.991,699770.442,4337.251,160743.92,10925.319,3218152.354,1.033,0.142,0.067,0.001,0.241,0.004,0.001,0.0,False
-538.453,30.197,-55.815,-38.238,-27.261,-17.706,-16.9,-13.124,-18.673,-4.468,-10.304,5.269,-12.603,333.112,105.342,197.223,126.872,106.087,145.825,41.762,84.886,71.791,81.278,41.127,61.851,52.809,5305.671,368784.892,4320.963,133617.752,11134.685,1649264.113,1.045,0.124,0.068,0.001,0.253,0.002,0.001,0.0,False
-540.629,33.234,-50.297,-36.012,-25.121,-16.538,-14.9,-13.898,-17.808,-4.38,-9.132,7.166,-11.712,175.354,59.508,131.2,122.093,79.625,56.887,52.782,53.998,88.564,46.908,33.45,66.663,59.455,5392.098,263156.12,4413.708,87336.419,11449.331,915099.549,1.018,0.107,0.079,0.001,0.254,0.002,0.001,0.0,False
-509.0,28.956,-64.67,-45.43,-31.476,-11.296,-14.17,-14.031,-12.411,-7.418,-4.556,5.989,-10.31,1620.668,135.332,764.193,326.808,113.587,162.288,91.625,74.419,85.384,46.437,49.463,52.065,47.642,4884.751,1132262.395,4000.272,372603.537,9776.158,6648441.213,1.131,0.522,0.06,0.002,0.233,0.005,0.002,0.0,False
-526.829,32.271,-59.096,-43.508,-31.915,-15.975,-12.687,-14.265,-18.011,-6.862,-9.453,5.654,-12.604,473.061,303.525,296.779,444.185,163.672,271.58,119.544,145.732,100.688,60.499,49.24,55.675,64.054,4893.523,1235705.435,4091.491,203810.735,10082.668,4775233.488,1.056,0.139,0.055,0.002,0.223,0.006,0.002,0.0,False
-499.51,34.288,-79.718,-45.043,-28.124,-14.971,-8.764,-21.194,-23.044,-6.717,-4.293,8.692,-6.605,1832.66,133.818,1407.274,242.453,183.003,122.694,127.336,137.843,128.037,68.578,90.995,59.356,83.453,4294.291,1235297.172,3701.404,638990.502,8402.206,9419706.624,1.119,0.357,0.035,0.001,0.183,0.004,0.003,0.0,False
-549.698,33.533,-58.064,-35.547,-22.801,-18.102,-8.391,-10.362,-13.526,-2.212,-1.202,9.493,-9.467,5617.468,210.641,764.541,163.897,128.722,179.104,182.972,119.004,111.862,134.462,74.335,54.748,81.665,4980.669,713254.97,4144.706,372450.893,10353.984,4804900.234,1.119,0.783,0.061,0.002,0.233,0.004,0.002,0.0,False
-226.82,72.8,-61.721,45.729,4.612,6.392,5.271,13.001,1.586,6.161,-1.687,3.461,0.229,1544.687,751.307,606.048,755.344,301.634,80.51,97.839,43.992,44.268,115.063,31.178,34.384,40.126,3442.082,294970.471,2671.055,223535.647,5620.857,1112704.821,1.225,1.423,0.012,0.0,0.151,0.002,0.038,0.0,False
-234.688,73.515,-55.143,50.929,-2.063,1.03,5.437,13.008,2.706,4.908,-3.506,0.025,2.366,1214.337,351.302,576.444,256.152,207.579,159.489,103.512,59.76,64.109,51.15,61.842,53.24,38.958,3523.788,111275.015,2761.779,244242.11,5826.328,757005.868,1.156,0.325,0.012,0.0,0.147,0.002,0.032,0.0,False
-241.256,60.747,-55.269,58.478,10.088,5.789,2.082,10.544,2.38,8.972,-1.302,3.418,0.462,970.65,368.628,575.847,421.605,146.038,110.698,104.619,45.381,50.56,94.909,34.057,31.361,41.836,3702.107,169268.012,2765.669,247476.44,5973.093,947531.464,1.248,0.627,0.015,0.0,0.163,0.002,0.032,0.0,False
-567.15,69.184,-8.73,7.695,12.135,13.665,0.039,14.045,3.788,4.088,4.07,11.714,3.178,9767.501,312.59,470.742,180.224,305.599,60.514,114.615,97.249,74.323,76.715,39.598,48.11,31.074,3852.211,748886.468,4108.261,246929.913,8906.749,3589213.259,1.126,0.317,0.022,0.002,0.09,0.003,0.002,0.0,False
-484.774,81.018,-16.692,-0.463,6.446,15.294,3.478,14.304,-2.083,4.729,4.961,10.315,1.585,1435.665,196.253,408.475,214.945,197.015,47.462,78.619,70.373,43.773,56.35,25.249,33.406,27.708,3591.321,453415.047,3961.661,264074.322,8380.391,3707412.464,1.146,0.59,0.017,0.0,0.089,0.001,0.003,0.0,False
-490.855,78.074,-19.128,0.397,3.591,14.338,5.253,15.122,-4.982,3.777,5.17,9.374,0.252,1812.868,182.784,562.604,301.287,274.524,60.951,112.146,59.148,56.483,56.715,29.776,44.035,41.6,3887.532,484537.277,3964.974,391133.819,8666.534,4577000.566,1.159,0.606,0.026,0.0,0.116,0.001,0.002,0.0,False
