primary_label,filename,scientific_name,class_name,latitude,longitude,is_mammalia
715170,715170/CSA35809.ogg,Copris susanae,Insecta,5.6519,-73.5077,False
868458,868458/CSA34217.ogg,Typophyllum inflatum,Insecta,-3.8333,-70.3333,False
868458,868458/CSA34218.ogg,Typophyllum inflatum,Insecta,-3.8333,-70.3333,False
868458,868458/CSA34219.ogg,Typophyllum inflatum,Insecta,-3.8333,-70.3333,False
868458,868458/CSA34220.ogg,Typophyllum inflatum,Insecta,-3.8333,-70.3333,False
963335,963335/CSA36372.ogg,Subria sylvestris,Insecta,7.3791,-73.7313,False
963335,963335/CSA36374.ogg,Subria sylvestris,Insecta,7.28,-73.8582,False
963335,963335/CSA36375.ogg,Subria sylvestris,Insecta,7.2625,-73.8207,False
963335,963335/CSA36377.ogg,Subria sylvestris,Insecta,7.28,-73.8582,False
963335,963335/CSA36393.ogg,Subria sylvestris,Insecta,7.3206,-73.7128,False
